Unique ID,Airline,Airline ID,Source Airport ID,Source Airport,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Source Airport Timezone,Destination Airport ID,Destination Airport,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude,Destination Airport Timezone,Codeshare,Stops,Equipment
4813,WN,4547,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,73W 73C
4814,WN,4547,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3533,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,-5,,0,73W
4815,WN,4547,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,73W
4816,WN,4547,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3722,PBI,Palm Beach International Airport,West Palm Beach,United States,26.68320084,-80.09559631,-5,,0,73W
4817,WN,4547,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3646,TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313,-5,,0,73W
4818,WN,4547,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,73W 733 735
4819,WN,4547,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,73W
4820,WN,4547,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73W
4821,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,73C
4822,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,73W 73C
4823,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,73W 733 73C
4824,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73W
4825,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3533,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,-5,,0,73C 73W
4826,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,733 73W
4827,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,73W
4828,WN,4547,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73W
4829,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,4019,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001,-7,,0,73C 73W 733
4830,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3864,ALB,Albany International Airport,Albany,United States,42.74829865,-73.80169678,-5,,0,73W
4831,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3840,AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.219398,-101.706001,-6,,0,735 733
4832,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,73W 
4833,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3673,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,-6,,0,73H 733 73W 73C
4834,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3825,BDL,Bradley International Airport,Windsor Locks,United States,41.93889999,-72.68319702,-5,,0,73W
4835,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3811,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,-6,,0,73W
4836,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,73W 73H
4837,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3495,BOI,Boise Air Terminal/Gowen Field,Boise,United States,43.5644,-116.223,-7,,0,73W 73C
4838,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3820,BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,-5,,0,73H 738
4839,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3644,BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012,-8,,0,73W 73H
4840,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,73W 73H 738
4841,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3486,CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011,-5,,0,73W
4842,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3759,CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,-5,,0,73H 73W
4843,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73W 73H 73C 733 738
4844,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3729,DSM,Des Moines International Airport,Des Moines,United States,41.5340004,-93.6631012,-6,,0,733 73W
4845,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3645,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,-5,,0,73W
4846,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3559,ELP,El Paso International Airport,El Paso,United States,31.80719948,-106.3779984,-7,,0,73C 735 73W
4847,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3533,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,-5,,0,73W
4848,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,4089,FNT,Bishop International Airport,Flint,United States,42.9654007,-83.74359894,-5,,0,73W
4849,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3467,GEG,Spokane International Airport,Spokane,United States,47.61989975,-117.5339966,-8,,0,73W
4850,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,73C 738 73W 73H
4851,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3457,ICT,Wichita Eisenhower National Airport,Wichita,United States,37.649899,-97.433098,-6,,0,73W
4852,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,,0,73W
4853,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,,0,73W
4854,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,73W 73C 733
4855,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3829,LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,-6,,0,73W 73C
4856,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,,0,73W
4857,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3652,MAF,Midland International Airport,Midland,United States,31.94249916,-102.2020035,-6,,0,735 73W
4858,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,,0,738 73C 73W 73H
4859,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,73H 738
4860,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73H 73W 738
4861,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3717,MKE,General Mitchell International Airport,Milwaukee,United States,42.94720078,-87.89659882,-6,,0,73W 73H
4862,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3861,MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,-6,,0,73H 73W
4863,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3453,OAK,Metropolitan Oakland International Airport,Oakland,United States,37.721298,-122.221001,-8,,0,73C 73W 738 73H
4864,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3863,OKC,Will Rogers World Airport,Oklahoma City,United States,35.39310074,-97.60070038,-6,,0,73W 73C
4865,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3454,OMA,Eppley Airfield,Omaha,United States,41.3032,-95.894096,-6,,0,733 73W
4866,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3734,ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,-8,,0,73W 73C 73H
4867,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3720,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,-8,,0,73W 73C 73H
4868,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,73H
4869,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,738 73W 735 73C 733 73H
4870,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3570,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,-5,,0,73H 738 73W
4871,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,,0,73W
4872,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,,0,73W 73H 738
4873,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,,0,73W 738 73C 733
4874,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,,0,73W 73H 733
4875,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,,0,73W
4876,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,,0,73W 733 73C 73H
4877,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,,0,733 73W 73H 73C
4878,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,,0,73W 73H 73C 733
4879,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3536,SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,-7,,0,73W 733 73C 73H 738
4880,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3817,SMF,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,-8,,0,73W 73H 733 73C 738
4881,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3867,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,33.67570114,-117.8679962,-8,,0,73W 73H
4882,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,,0,73H 73W
4883,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3646,TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313,-5,,0,73H
4884,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3855,TUL,Tulsa International Airport,Tulsa,United States,36.19839859,-95.88809967,-6,,0,73W
4885,WN,4547,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,3636,TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,-7,,0,73W 73C 733 73H
4886,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,4019,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001,-7,,0,73C 73W 733
4887,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,73W
4888,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3673,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,-6,,0,733 73W 73C
4889,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,73W
4890,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,73H 73W
4891,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73W 73C 733
4892,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3559,ELP,El Paso International Airport,El Paso,United States,31.80719948,-106.3779984,-7,,0,73C 733 73W
4893,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,73H 733 73C 73W
4894,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,73W 733 738 73C 73H
4895,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,,0,73W 738 733
4896,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,738 73H 73W
4897,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3717,MKE,General Mitchell International Airport,Milwaukee,United States,42.94720078,-87.89659882,-6,,0,73W
4898,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3861,MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,-6,,0,73W
4899,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3453,OAK,Metropolitan Oakland International Airport,Oakland,United States,37.721298,-122.221001,-8,,0,73W 733 73C
4900,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,73C 73W 733 73H
4901,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,,0,73W 73H
4902,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,,0,73W
4903,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,,0,73W 73C 733
4904,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,,0,73W 73C 733 738
4905,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3536,SLC,Salt Lake City International Airport,Salt Lake City,United States,40.78839874,-111.9779968,-7,,0,73C 73H 73W 733
4906,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3817,SMF,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,-8,,0,733 73C 73W
4907,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,,0,73W 733
4908,WN,4547,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,3636,TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,-7,,0,73W 73C 733 73H
4909,WN,4547,3829,LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,-6,3673,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,-6,,0,735
4910,WN,4547,3829,LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,-6,3502,DAL,Dallas Love Field,Dallas,United States,32.847099,-96.851799,-6,,0,735 73W 73C
4911,WN,4547,3829,LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,-6,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,73W 73C
4912,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,73W
4913,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,73W
4914,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,4112,CAK,Akron Canton Regional Airport,Akron,United States,40.91609955,-81.44219971,-5,,0,73W
4915,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73W
4916,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,73W
4917,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73H 73W
4918,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3717,MKE,General Mitchell International Airport,Milwaukee,United States,42.94720078,-87.89659882,-6,,0,73W
4919,WN,4547,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,,0,73W
4920,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,733 73W
4921,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3502,DAL,Dallas Love Field,Dallas,United States,32.847099,-96.851799,-6,,0,73W 735 73C
4922,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,735
4923,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,73W
4924,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73W
4925,WN,4547,3660,LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,-6,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,73W
4926,WN,4547,3652,MAF,Midland International Airport,Midland,United States,31.94249916,-102.2020035,-6,3502,DAL,Dallas Love Field,Dallas,United States,32.847099,-96.851799,-6,,0,73W 735
4927,WN,4547,3652,MAF,Midland International Airport,Midland,United States,31.94249916,-102.2020035,-6,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,735 73W
4928,WN,4547,3652,MAF,Midland International Airport,Midland,United States,31.94249916,-102.2020035,-6,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,735 73W
4929,WN,4547,1780,MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50370026,-77.91339874,-5,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,Y,0,73G
4930,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,4019,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001,-7,,0,733 73W
4931,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3682,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,-5,,0,733 73W
4932,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,,0,73W 73C
4933,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,,0,73W 733
4934,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,,0,73W 733
4935,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3502,DAL,Dallas Love Field,Dallas,United States,32.847099,-96.851799,-6,,0,73W 733
4936,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,,0,73W
4937,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,,0,73W 738 73C 733
4938,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3533,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,-5,,0,73W 733
4939,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,,0,73W
4940,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,,0,73C 733 73W
4941,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3877,LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,-8,,0,738 73W 73C 73H
4942,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,73W 73C 73H 733
4943,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,73W 73C 738
4944,WN,4547,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,3747,MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,-6,,0,73W 73H
